vx,vy,omega,error_str,timestamp
-0.00512462672167988,0.013180599415937898,0.9999,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.915682
0.021964955691848337,-0.010837468406185706,0.9997,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.915724
-0.03035864255849141,-0.008837580098966232,0.9995,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.915757
0.01942248709413184,0.031973066713694355,0.9993,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.915789
0.008249749052317241,-0.04160687011268469,0.9991,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.915820
-0.03779452584900823,0.027755428583407397,0.9989,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.915850
0.050675518889182106,0.005504705742551848,0.9987,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.915880
-0.03614212970796704,-0.041127806410898915,0.9985,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.915910
-0.0012043563574208448,0.05827228780273183,0.9983,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.915940
0.04255014251766053,-0.04456316159931658,0.9981,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.915970
-0.06462859629207911,0.004328341635712509,0.9979,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916009
0.05292996902554352,0.04234534660331571,0.9977,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916046
-0.010868312745639559,-0.06982571000758146,0.9975,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916086
-0.0406865735924347,0.06113356467037946,0.9973,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916123
0.0738858724445009,-0.018233701026258195,0.9971,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916159
-0.06905934595387504,-0.03769876306224098,0.9969,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916196
0.02626410984359748,0.076806943267672,0.9967,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916233
0.03348517057463148,-0.07659303722655036,0.9965,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916269
-0.07857818440057808,0.03481061528196275,0.9963,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916305
0.0836236748071334,0.02814020276669722,0.9961,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916341
-0.04373086569777487,-0.07918839173340472,0.9959,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916378
-0.021756126769110058,0.09004543824095897,0.9957,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916414
0.07863046094665505,-0.05288667706820362,0.9955,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916451
-0.0957589693582673,-0.014426703970155469,0.9953,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916487
0.062142970810898084,0.07690410378384173,0.9951,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916526
0.006249133454862204,-0.10067243083914935,0.9949,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916562
-0.07401751304795944,0.0713674839278722,0.9947,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916598
0.1047024085105609,-0.0026750050630837286,0.9945,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916640
-0.08043094494385494,-0.0699883782883891,0.9943,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916700
0.01223943870887401,0.1077747008350835,0.9941,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916737
0.06484446810428904,-0.08920753867399228,0.9939,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916777
-0.10982501250393319,0.02233330760346224,0.9937,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916813
0.0975755509758787,0.05862390171042524,0.9935,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916850
-0.032841561353449025,-0.11079955707433005,0.9933,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916886
-0.05137518313764131,0.10541812252916406,0.9931,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916922
0.11065556821807203,-0.04364556360428403,0.9929,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916959
-0.11262406281447258,-0.04315704432837914,0.9927,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.916995
0.05462384894220683,0.10936171691565048,0.9925,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.917032
0.034038128005583625,-0.11908868897538333,0.9923,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.917068
-0.1068984312551499,0.06565299227901211,0.9921,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.917117
0.12471466285851471,0.02409653228344295,0.9919,LoadOptimization.optimize() got an unexpected keyword argument 'length',2025-11-21T20:35:38.917154
